Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	Only identified by site	Reverse	Potential contaminant
552	Q3UMF9	Q3UMF9	Failed axon connections homolog	Faxc	sp|Q3UMF9|FAXC_MOUSE Failed axon connections homolog OS=Mus musculus OX=10090 GN=Faxc PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13666000			
553	Q3UV17	Q3UV17	Keratin, type II cytoskeletal 2 oral	Krt76	sp|Q3UV17|K22O_MOUSE Keratin, type II cytoskeletal 2 oral OS=Mus musculus OX=10090 GN=Krt76 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47251000	0	0	0	0	0			
554	Q3V125	Q3V125	Coiled-coil domain-containing protein 110	Ccdc110	sp|Q3V125|CC110_MOUSE Coiled-coil domain-containing protein 110 OS=Mus musculus OX=10090 GN=Ccdc110 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44429000	+		
555	Q3V1V3	Q3V1V3	ESF1 homolog	Esf1	sp|Q3V1V3|ESF1_MOUSE ESF1 homolog OS=Mus musculus OX=10090 GN=Esf1 PE=1 SV=1	1	1	1	0	0	0	7335100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
556	Q3V3G7	Q3V3G7	GRAM domain-containing protein 2	Gramd2	sp|Q3V3G7|GRM2A_MOUSE GRAM domain-containing protein 2A OS=Mus musculus OX=10090 GN=Gramd2a PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23118000	0	0	0	0	0			
557	Q9WVA2;Q4FZG7	Q9WVA2;Q4FZG7	Mitochondrial import inner membrane translocase subunit Tim8 A;Putative mitochondrial import inner membrane translocase subunit Tim8 A-B	Timm8a1;Timm8a2	sp|Q9WVA2|TIM8A_MOUSE Mitochondrial import inner membrane translocase subunit Tim8 A OS=Mus musculus OX=10090 GN=Timm8a1 PE=1 SV=1;sp|Q4FZG7|TI8AB_MOUSE Putative mitochondrial import inner membrane translocase subunit Tim8 A-B OS=Mus musculus OX=10090 GN=T	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
558	Q4VAD4;Q62396	Q4VAD4;Q62396	Zinc finger protein 92	Zfp92	tr|Q4VAD4|Q4VAD4_MOUSE Zfp92 protein OS=Mus musculus OX=10090 GN=Zfp92 PE=2 SV=1;sp|Q62396|ZFP92_MOUSE Zinc finger protein 92 OS=Mus musculus OX=10090 GN=Zfp92 PE=2 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8074200	0	0	0	0	0	0	+		
559	Q50E62	Q50E62		Slc7a15	tr|Q50E62|Q50E62_MOUSE Aromatic-preferring amino acid transporter OS=Mus musculus OX=10090 GN=Slc7a15 PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	3088700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
560	Q58EV3;A2CEL1;P11588;A9R9W0;E9QA79;A2CEL0;L7MUC7;A2CEK9	Q58EV3;A2CEL1;P11588;A9R9W0;E9QA79;A2CEL0;L7MUC7	Major urinary protein 1	Mup1;Mup15;Mup7	tr|Q58EV3|Q58EV3_MOUSE Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup7 PE=2 SV=1;tr|A2CEL1|A2CEL1_MOUSE Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup1 PE=3 SV=1;sp|P11588|MUP1_MOUSE Major urinary protein 1 OS=Mus musculus OX=10090 GN=Mup	22	22	4	9364700000	5700600000	4941100000	1372700000	921860000	1144500000	1846700000	1571500000	549160000	1108100000	1488700000	441090000	5550300000	4881400000	4892700000	1153600000	1334600000	936430000	472820000	1478900000	609910000	1386000000	3545900000	677610000			
561	Q5FW53	Q5FW53	Myosin-binding protein H-like	Mybphl	sp|Q5FW53|MBPHL_MOUSE Myosin-binding protein H-like OS=Mus musculus OX=10090 GN=Mybphl PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3767600	0	0	0	0	0	0			
562	Q5FW60	Q5FW60	Major urinary protein 20	Mup20	sp|Q5FW60|MUP20_MOUSE Major urinary protein 20 OS=Mus musculus OX=10090 GN=Mup20 PE=1 SV=1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3712200	0	0	0	0	0	0	0	0	0			
563	Q5NCB3	Q5NCB3		Gm5431	tr|Q5NCB3|Q5NCB3_MOUSE Predicted gene 5431 OS=Mus musculus OX=10090 GN=Gm5431 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	4247900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
564	Q9DAY9;Q5SQB0;Q5SQB5;Q61937	Q9DAY9;Q5SQB0;Q5SQB5;Q61937	Nucleophosmin	Npm1	tr|Q9DAY9|Q9DAY9_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1;tr|Q5SQB0|Q5SQB0_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1;tr|Q5SQB5|Q5SQB5_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1;sp|Q61937|NPM_MO	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11702000	0	0	0	0	0	0	0	0	0			
565	Q5SQM0	Q5SQM0	Echinoderm microtubule-associated protein-like 6	Eml6	sp|Q5SQM0|EMAL6_MOUSE Echinoderm microtubule-associated protein-like 6 OS=Mus musculus OX=10090 GN=Eml6 PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	1156100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
566	Q60590	Q60590	Alpha-1-acid glycoprotein 1	Orm1	sp|Q60590|A1AG1_MOUSE Alpha-1-acid glycoprotein 1 OS=Mus musculus OX=10090 GN=Orm1 PE=1 SV=1	7	7	5	187380000	257580000	183800000	198330000	0	0	0	0	0	0	0	0	253560000	0	219040000	370920000	0	220310000	0	0	0	0	0	0			
567	Q64329;Q60653;Q60652	Q64329;Q60653;Q60652	Killer cell lectin-like receptor 3;Killer cell lectin-like receptor 6;Killer cell lectin-like receptor 5	Klra3;Klra6;Klra5	sp|Q64329|KLRA3_MOUSE Killer cell lectin-like receptor 3 OS=Mus musculus OX=10090 GN=Klra3 PE=1 SV=2;sp|Q60653|KLRA6_MOUSE Killer cell lectin-like receptor 6 OS=Mus musculus OX=10090 GN=Klra6 PE=2 SV=1;sp|Q60652|KLRA5_MOUSE Killer cell lectin-like receptor	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7132900	0	0	0	0	0	0	0	0	0			
568	Q60662	Q60662	A-kinase anchor protein 4	Akap4	sp|Q60662|AKAP4_MOUSE A-kinase anchor protein 4 OS=Mus musculus OX=10090 GN=Akap4 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2664900	0	0	0	0	0	0	0	0	0			
569	Q60682	Q60682	Killer cell lectin-like receptor 8	Klra8	sp|Q60682|KLRA8_MOUSE Killer cell lectin-like receptor 8 OS=Mus musculus OX=10090 GN=Klra8 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5611200	0	0	0			
570	Q61129;A0A0G2JF07	Q61129;A0A0G2JF07	Complement factor I;Complement factor I heavy chain;Complement factor I light chain	Cfi	sp|Q61129|CFAI_MOUSE Complement factor I OS=Mus musculus OX=10090 GN=Cfi PE=1 SV=3;tr|A0A0G2JF07|A0A0G2JF07_MOUSE Complement factor I (Fragment) OS=Mus musculus OX=10090 GN=Cfi PE=1 SV=1	5	5	5	9942000	13706000	0	17247000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
571	Q61171;D3Z4A4	Q61171;D3Z4A4	Peroxiredoxin-2	Prdx2	sp|Q61171|PRDX2_MOUSE Peroxiredoxin-2 OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=3;tr|D3Z4A4|D3Z4A4_MOUSE Peroxiredoxin-2 (Fragment) OS=Mus musculus OX=10090 GN=Prdx2 PE=1 SV=8	3	3	3	0	0	0	6356900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
572	Q61176	Q61176	Arginase-1	Arg1	sp|Q61176|ARGI1_MOUSE Arginase-1 OS=Mus musculus OX=10090 GN=Arg1 PE=1 SV=1	14	14	14	0	473470000	552260000	305540000	79858000	0	0	0	0	0	0	0	0	0	57542000	155450000	0	0	0	0	0	0	0	0			
573	Q61233	Q61233	Plastin-2	Lcp1	sp|Q61233|PLSL_MOUSE Plastin-2 OS=Mus musculus OX=10090 GN=Lcp1 PE=1 SV=4	3	3	3	0	19854000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
574	Q61247;Q5ND35	Q61247;Q5ND35	Alpha-2-antiplasmin	Serpinf2	sp|Q61247|A2AP_MOUSE Alpha-2-antiplasmin OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1;tr|Q5ND35|Q5ND35_MOUSE Alpha-2-antiplasmin (Fragment) OS=Mus musculus OX=10090 GN=Serpinf2 PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	35634000	0	14988000	0	0	0	0	0	0	0	0	0			
575	Q61425	Q61425	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial	Hadh	sp|Q61425|HCDH_MOUSE Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hadh PE=1 SV=2	2	2	2	0	0	0	0	0	1648000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
576	Q61646	Q61646	Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain	Hp	sp|Q61646|HPT_MOUSE Haptoglobin OS=Mus musculus OX=10090 GN=Hp PE=1 SV=1	23	23	23	4721000000	3195400000	3401200000	2510300000	1021400000	1031600000	154850000	1675400000	1156500000	2135800000	78200000	261550000	6569300000	864470000	4240600000	2812300000	2063600000	1157300000	580140000	1206600000	1040200000	1844900000	95731000	1006700000			
577	Q61704;A0A2I3BRQ3;CON__Q0V8M9;A0A2I3BQM8	Q61704;A0A2I3BRQ3	Inter-alpha-trypsin inhibitor heavy chain H3	Itih3	sp|Q61704|ITIH3_MOUSE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Mus musculus OX=10090 GN=Itih3 PE=1 SV=3;tr|A0A2I3BRQ3|A0A2I3BRQ3_MOUSE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Mus musculus OX=10090 GN=Itih3 PE=1 SV=1	7	7	7	0	20309000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
578	Q61838;D3YUI3	Q61838	Alpha-2-macroglobulin;Alpha-2-macroglobulin 165 kDa subunit;Alpha-2-macroglobulin 35 kDa subunit	A2m	sp|Q61838|PZP_MOUSE Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3	27	27	27	276460000	139790000	206610000	279730000	0	0	0	0	0	0	0	0	384680000	109220000	176730000	186010000	0	0	0	0	0	0	0	0			
579	Q62266	Q62266	Cornifin-A	Sprr1a	sp|Q62266|SPR1A_MOUSE Cornifin-A OS=Mus musculus OX=10090 GN=Sprr1a PE=1 SV=1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96356000	0	0	0	0	0	0	0	0	0			
580	Q62446	Q62446	Peptidyl-prolyl cis-trans isomerase FKBP3	Fkbp3	sp|Q62446|FKBP3_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus OX=10090 GN=Fkbp3 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
581	Q62465	Q62465	Synaptic vesicle membrane protein VAT-1 homolog	Vat1	sp|Q62465|VAT1_MOUSE Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus OX=10090 GN=Vat1 PE=1 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2278900	0	0	0	0	0	0	0	0	0	0	0	0	+		
582	Q63880;Q8VCU1	Q63880	Carboxylesterase 3A	Ces3a	sp|Q63880|EST3A_MOUSE Carboxylesterase 3A OS=Mus musculus OX=10090 GN=Ces3a PE=1 SV=2	9	9	9	121000000	114140000	97399000	62626000	0	0	0	40133000	37267000	54114000	0	0	173720000	0	0	67154000	74986000	43445000	25442000	69584000	41361000	0	0	0			
583	Q64124	Q64124	Basic helix-loop-helix transcription factor scleraxis	Scx	sp|Q64124|SCX_MOUSE Basic helix-loop-helix transcription factor scleraxis OS=Mus musculus OX=10090 GN=Scx PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	5197500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
584	Q64151	Q64151	Semaphorin-4C	Sema4c	sp|Q64151|SEM4C_MOUSE Semaphorin-4C OS=Mus musculus OX=10090 GN=Sema4c PE=1 SV=1	1	1	1	0	0	0	0	0	78192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
585	Q64339	Q64339	Ubiquitin-like protein ISG15	Isg15	sp|Q64339|ISG15_MOUSE Ubiquitin-like protein ISG15 OS=Mus musculus OX=10090 GN=Isg15 PE=1 SV=4	1	1	1	0	0	6489000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
586	Q64374	Q64374	Regucalcin	Rgn	sp|Q64374|RGN_MOUSE Regucalcin OS=Mus musculus OX=10090 GN=Rgn PE=1 SV=1	15	15	15	0	414900000	394840000	153980000	0	0	0	0	0	0	280660000	0	59423000	225410000	302750000	261360000	0	0	0	220100000	0	0	407540000	0			
587	Q64433;Q9JI95	Q64433;Q9JI95	10 kDa heat shock protein, mitochondrial	Hspe1;Cpn10-rs1	sp|Q64433|CH10_MOUSE 10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2;tr|Q9JI95|Q9JI95_MOUSE CPN10-like protein OS=Mus musculus OX=10090 GN=Cpn10-rs1 PE=3 SV=1	4	4	4	0	134690000	159820000	73403000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
588	Q64442	Q64442	Sorbitol dehydrogenase	Sord	sp|Q64442|DHSO_MOUSE Sorbitol dehydrogenase OS=Mus musculus OX=10090 GN=Sord PE=1 SV=3	3	3	3	0	0	0	44625000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38728000	0	0	0	0			
589	Q64511	Q64511	DNA topoisomerase 2-beta	Top2b	sp|Q64511|TOP2B_MOUSE DNA topoisomerase 2-beta OS=Mus musculus OX=10090 GN=Top2b PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2543900	0	0	0	0	0	0	0	0			
590	Q64726	Q64726	Zinc-alpha-2-glycoprotein	Azgp1	sp|Q64726|ZA2G_MOUSE Zinc-alpha-2-glycoprotein OS=Mus musculus OX=10090 GN=Azgp1 PE=1 SV=2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	22016000	0	0	0	0	0	0	0	0	0	0	0			
591	Q6IRU2	Q6IRU2	Tropomyosin alpha-4 chain	Tpm4	sp|Q6IRU2|TPM4_MOUSE Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
592	Q6IYF8	Q6IYF8	2-oxoglutarate receptor 1	Oxgr1	sp|Q6IYF8|OXGR1_MOUSE 2-oxoglutarate receptor 1 OS=Mus musculus OX=10090 GN=Oxgr1 PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16455000	0	0	0	0	0	0	0			
593	Q6NS46	Q6NS46	Protein RRP5 homolog	Pdcd11	sp|Q6NS46|RRP5_MOUSE Protein RRP5 homolog OS=Mus musculus OX=10090 GN=Pdcd11 PE=1 SV=2	1	1	1	0	0	5223700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
594	Q6P5D4	Q6P5D4	Centrosomal protein of 135 kDa	Cep135	sp|Q6P5D4|CP135_MOUSE Centrosomal protein of 135 kDa OS=Mus musculus OX=10090 GN=Cep135 PE=1 SV=1	1	1	1	0	0	0	6820100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
595	Q6PD28	Q6PD28		Ppp2r5b	sp|Q6PD28|2A5B_MOUSE Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2r5b PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6232800			
596	Q6PDM1	Q6PDM1	Male-specific lethal 1 homolog	Msl1	sp|Q6PDM1|MSL1_MOUSE Male-specific lethal 1 homolog OS=Mus musculus OX=10090 GN=Msl1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
597	Q6PDZ2	Q6PDZ2	TATA box-binding protein-associated factor RNA polymerase I subunit C	Taf1c	sp|Q6PDZ2|TAF1C_MOUSE TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Mus musculus OX=10090 GN=Taf1c PE=1 SV=1	2	2	2	1290400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
598	Q6S9I0;Q6S9I2;Q6S9I3;A0A338P699;E0CYI5	Q6S9I0;Q6S9I2;Q6S9I3		Kng2	tr|Q6S9I0|Q6S9I0_MOUSE Kininogen 2 OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1;tr|Q6S9I2|Q6S9I2_MOUSE HMW-kininogen-II variant OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1;tr|Q6S9I3|Q6S9I3_MOUSE HMW kininogen-II OS=Mus musculus OX=10090 GN=Kng2 PE=1 SV=1	8	7	7	0	39607000	26039000	57453000	0	0	0	0	0	0	0	0	32443000	0	0	0	0	0	0	0	0	0	0	0			
599	Q6UJB9	Q6UJB9	Williams-Beuren syndrome chromosomal region 28 protein homolog	Wbscr28	sp|Q6UJB9|TM270_MOUSE Transmembrane protein 270 OS=Mus musculus OX=10090 GN=Tmem270 PE=2 SV=1	1	1	1	5915200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
600	Q9QXC1;Q6YJU1;A0A338P7B8	Q9QXC1;Q6YJU1;A0A338P7B8	Fetuin-B	Fetub	sp|Q9QXC1|FETUB_MOUSE Fetuin-B OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1;tr|Q6YJU1|Q6YJU1_MOUSE Fetuin-B OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1;tr|A0A338P7B8|A0A338P7B8_MOUSE Fetuin-B (Fragment) OS=Mus musculus OX=10090 GN=Fetub PE=1 SV=1	5	5	5	100160000	38804000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
601	Q6ZWZ2	Q6ZWZ2	Ubiquitin-conjugating enzyme E2 R2	Ube2r2	sp|Q6ZWZ2|UB2R2_MOUSE Ubiquitin-conjugating enzyme E2 R2 OS=Mus musculus OX=10090 GN=Ube2r2 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
602	Q78JT3;A0A3Q4EC06	Q78JT3	3-hydroxyanthranilate 3,4-dioxygenase	Haao	sp|Q78JT3|3HAO_MOUSE 3-hydroxyanthranilate 3,4-dioxygenase OS=Mus musculus OX=10090 GN=Haao PE=1 SV=1	6	6	6	0	70546000	91092000	49685000	0	0	0	0	0	0	0	0	30236000	0	0	62571000	0	0	0	69022000	0	0	0	0			
603	Q792Z0	Q792Z0		Prss3	tr|Q792Z0|Q792Z0_MOUSE Protease, serine 3 OS=Mus musculus OX=10090 GN=Prss3 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11416000	0	0	0	0	0			
604	Q7M6Y6	Q7M6Y6	Maestro heat-like repeat-containing protein family member 2B	Mroh2b	sp|Q7M6Y6|MRO2B_MOUSE Maestro heat-like repeat-containing protein family member 2B OS=Mus musculus OX=10090 GN=Mroh2b PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131000000	0	0	0	0	0	0			
605	Q7TN31	Q7TN31	Angiogenic factor with G patch and FHA domains 1	Aggf1	sp|Q7TN31|AGGF1_MOUSE Angiogenic factor with G patch and FHA domains 1 OS=Mus musculus OX=10090 GN=Aggf1 PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
606	Q7TQD2	Q7TQD2	Tubulin polymerization-promoting protein	Tppp	sp|Q7TQD2|TPPP_MOUSE Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1	1	1	1	44316000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
607	Q80W93	Q80W93	Hydrocephalus-inducing protein	Hydin	sp|Q80W93|HYDIN_MOUSE Hydrocephalus-inducing protein OS=Mus musculus OX=10090 GN=Hydin PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7616700	0	0	0	0	0	0	0	0	0	0			
608	Q80X81;G3XA25;Q8CAY6;A0A3B2WAL8	Q80X81;G3XA25;Q8CAY6	Acetyl-CoA acetyltransferase, cytosolic	Acat3;Acat2	tr|Q80X81|Q80X81_MOUSE Acetyl-Coenzyme A acetyltransferase 3 OS=Mus musculus OX=10090 GN=Acat3 PE=1 SV=1;tr|G3XA25|G3XA25_MOUSE Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Acat2 PE=1 SV=1;sp|Q8CAY6|THIC_MOUSE Acetyl-CoA acetyltransf	3	3	3	0	0	0	33397000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
609	Q810D6	Q810D6	Glutamate-rich WD repeat-containing protein 1	Grwd1	sp|Q810D6|GRWD1_MOUSE Glutamate-rich WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Grwd1 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	8334300	0	0	0	0	0	0	0	0	0	0	0	0	+		
610	Q8BGD9;B2RWE8	Q8BGD9	Eukaryotic translation initiation factor 4B	Eif4b	sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5070700	0	0	0	0	0	0	0	0	0			
611	Q8BGL3;E9QAK1;A0A1B0GSR1;B1PQU4;Q3UEP5;D3Z6M7;L7N245;K7N6K9;P52843;P50236	Q8BGL3;E9QAK1;A0A1B0GSR1;B1PQU4	Sulfotransferase	2810007J24Rik	tr|Q8BGL3|Q8BGL3_MOUSE Sulfotransferase OS=Mus musculus OX=10090 GN=Sult2a8 PE=1 SV=1;tr|E9QAK1|E9QAK1_MOUSE Sulfotransferase (Fragment) OS=Mus musculus OX=10090 GN=Sult2a8 PE=1 SV=1;tr|A0A1B0GSR1|A0A1B0GSR1_MOUSE Sulfotransferase (Fragment) OS=Mus musculu	4	4	4	0	39950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
612	Q8BHB7	Q8BHB7	Uncharacterized protein C16orf46 homolog		sp|Q8BHB7|CP046_MOUSE Uncharacterized protein C16orf46 homolog OS=Mus musculus OX=10090 PE=2 SV=1	1	1	1	0	0	22884000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
613	Q8BLY7	Q8BLY7	Hermansky-Pudlak syndrome 6 protein homolog	Hps6	sp|Q8BLY7|HPS6_MOUSE Hermansky-Pudlak syndrome 6 protein homolog OS=Mus musculus OX=10090 GN=Hps6 PE=1 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21746000	0	0	0	0			
614	Q8BND5	Q8BND5	Sulfhydryl oxidase 1	Qsox1	sp|Q8BND5|QSOX1_MOUSE Sulfhydryl oxidase 1 OS=Mus musculus OX=10090 GN=Qsox1 PE=1 SV=1	6	6	6	35178000	0	0	0	0	0	0	0	0	0	0	0	38848000	0	0	0	0	0	0	0	0	0	0	0			
615	Q8BNT5	Q8BNT5		A830031A19Rik	tr|Q8BNT5|Q8BNT5_MOUSE RIKEN cDNA A830031A19 gene OS=Mus musculus OX=10090 GN=A830031A19Rik PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24692000	0	0	0	0	0	0	0	0			
616	Q8BQR5	Q8BQR5		B430218F22Rik	tr|Q8BQR5|Q8BQR5_MOUSE RIKEN cDNA B430218F22 gene OS=Mus musculus OX=10090 GN=B430218F22Rik PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	1810300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
617	Q8BTE6	Q8BTE6		Wfdc21	sp|Q8BTE6|WFD21_MOUSE Protein Wfdc21 OS=Mus musculus OX=10090 GN=Wfdc21 PE=2 SV=1	2	2	2	0	0	0	8173300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
618	Q8BWT1	Q8BWT1	3-ketoacyl-CoA thiolase, mitochondrial	Acaa2	sp|Q8BWT1|THIM_MOUSE 3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus OX=10090 GN=Acaa2 PE=1 SV=3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13254000	0	0	0	0	0	0	0	0			
619	Q8C015	Q8C015	Serine/threonine-protein kinase PAK 7	Pak7	sp|Q8C015|PAK5_MOUSE Serine/threonine-protein kinase PAK 5 OS=Mus musculus OX=10090 GN=Pak5 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	6922500	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
620	Q8C115	Q8C115	Pleckstrin homology domain-containing family H member 2	Plekhh2	sp|Q8C115|PKHH2_MOUSE Pleckstrin homology domain-containing family H member 2 OS=Mus musculus OX=10090 GN=Plekhh2 PE=1 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89368000	0	0	0	0	0	0	0	0	0	+		
