Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Mutated peptide count	Mutation names	Mutated peptide count C-C_1	Mutation names C-C_1	Mutated peptide count C-C_2	Mutation names C-C_2	Mutated peptide count C-C_3	Mutation names C-C_3	Mutated peptide count C-C_4	Mutation names C-C_4	Mutated peptide count C-M_1	Mutation names C-M_1	Mutated peptide count C-M_2	Mutation names C-M_2	Mutated peptide count C-M_3	Mutation names C-M_3	Mutated peptide count C-M_4	Mutation names C-M_4	Mutated peptide count C-S_1	Mutation names C-S_1	Mutated peptide count C-S_2	Mutation names C-S_2	Mutated peptide count C-S_3	Mutation names C-S_3	Mutated peptide count C-S_4	Mutation names C-S_4	Mutated peptide count WD-C_1	Mutation names WD-C_1	Mutated peptide count WD-C_2	Mutation names WD-C_2	Mutated peptide count WD-C_3	Mutation names WD-C_3	Mutated peptide count WD-C_4	Mutation names WD-C_4	Mutated peptide count WD-M_1	Mutation names WD-M_1	Mutated peptide count WD-M_2	Mutation names WD-M_2	Mutated peptide count WD-M_3	Mutation names WD-M_3	Mutated peptide count WD-M_4	Mutation names WD-M_4	Mutated peptide count WD-S_1	Mutation names WD-S_1	Mutated peptide count WD-S_2	Mutation names WD-S_2	Mutated peptide count WD-S_3	Mutation names WD-S_3	Mutated peptide count WD-S_4	Mutation names WD-S_4	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides C-C_1	Peptides C-C_2	Peptides C-C_3	Peptides C-C_4	Peptides C-M_1	Peptides C-M_2	Peptides C-M_3	Peptides C-M_4	Peptides C-S_1	Peptides C-S_2	Peptides C-S_3	Peptides C-S_4	Peptides WD-C_1	Peptides WD-C_2	Peptides WD-C_3	Peptides WD-C_4	Peptides WD-M_1	Peptides WD-M_2	Peptides WD-M_3	Peptides WD-M_4	Peptides WD-S_1	Peptides WD-S_2	Peptides WD-S_3	Peptides WD-S_4	Razor + unique peptides C-C_1	Razor + unique peptides C-C_2	Razor + unique peptides C-C_3	Razor + unique peptides C-C_4	Razor + unique peptides C-M_1	Razor + unique peptides C-M_2	Razor + unique peptides C-M_3	Razor + unique peptides C-M_4	Razor + unique peptides C-S_1	Razor + unique peptides C-S_2	Razor + unique peptides C-S_3	Razor + unique peptides C-S_4	Razor + unique peptides WD-C_1	Razor + unique peptides WD-C_2	Razor + unique peptides WD-C_3	Razor + unique peptides WD-C_4	Razor + unique peptides WD-M_1	Razor + unique peptides WD-M_2	Razor + unique peptides WD-M_3	Razor + unique peptides WD-M_4	Razor + unique peptides WD-S_1	Razor + unique peptides WD-S_2	Razor + unique peptides WD-S_3	Razor + unique peptides WD-S_4	Unique peptides C-C_1	Unique peptides C-C_2	Unique peptides C-C_3	Unique peptides C-C_4	Unique peptides C-M_1	Unique peptides C-M_2	Unique peptides C-M_3	Unique peptides C-M_4	Unique peptides C-S_1	Unique peptides C-S_2	Unique peptides C-S_3	Unique peptides C-S_4	Unique peptides WD-C_1	Unique peptides WD-C_2	Unique peptides WD-C_3	Unique peptides WD-C_4	Unique peptides WD-M_1	Unique peptides WD-M_2	Unique peptides WD-M_3	Unique peptides WD-M_4	Unique peptides WD-S_1	Unique peptides WD-S_2	Unique peptides WD-S_3	Unique peptides WD-S_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage C-C_1 [%]	Sequence coverage C-C_2 [%]	Sequence coverage C-C_3 [%]	Sequence coverage C-C_4 [%]	Sequence coverage C-M_1 [%]	Sequence coverage C-M_2 [%]	Sequence coverage C-M_3 [%]	Sequence coverage C-M_4 [%]	Sequence coverage C-S_1 [%]	Sequence coverage C-S_2 [%]	Sequence coverage C-S_3 [%]	Sequence coverage C-S_4 [%]	Sequence coverage WD-C_1 [%]	Sequence coverage WD-C_2 [%]	Sequence coverage WD-C_3 [%]	Sequence coverage WD-C_4 [%]	Sequence coverage WD-M_1 [%]	Sequence coverage WD-M_2 [%]	Sequence coverage WD-M_3 [%]	Sequence coverage WD-M_4 [%]	Sequence coverage WD-S_1 [%]	Sequence coverage WD-S_2 [%]	Sequence coverage WD-S_3 [%]	Sequence coverage WD-S_4 [%]	Intensity	Intensity C-C_1	Intensity C-C_2	Intensity C-C_3	Intensity C-C_4	Intensity C-M_1	Intensity C-M_2	Intensity C-M_3	Intensity C-M_4	Intensity C-S_1	Intensity C-S_2	Intensity C-S_3	Intensity C-S_4	Intensity WD-C_1	Intensity WD-C_2	Intensity WD-C_3	Intensity WD-C_4	Intensity WD-M_1	Intensity WD-M_2	Intensity WD-M_3	Intensity WD-M_4	Intensity WD-S_1	Intensity WD-S_2	Intensity WD-S_3	Intensity WD-S_4	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	MS/MS count C-C_1	MS/MS count C-C_2	MS/MS count C-C_3	MS/MS count C-C_4	MS/MS count C-M_1	MS/MS count C-M_2	MS/MS count C-M_3	MS/MS count C-M_4	MS/MS count C-S_1	MS/MS count C-S_2	MS/MS count C-S_3	MS/MS count C-S_4	MS/MS count WD-C_1	MS/MS count WD-C_2	MS/MS count WD-C_3	MS/MS count WD-C_4	MS/MS count WD-M_1	MS/MS count WD-M_2	MS/MS count WD-M_3	MS/MS count WD-M_4	MS/MS count WD-S_1	MS/MS count WD-S_2	MS/MS count WD-S_3	MS/MS count WD-S_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
E9PZR4;A0A0A0MQN0;A0A087WS51;Q9JL25	E9PZR4;A0A0A0MQN0;A0A087WS51;Q9JL25	1;1;1;1	1;1;1;1	1;1;1;1	Regulator of G-protein signaling 1	Rgs1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|E9PZR4|E9PZR4_MOUSE Regulator of G-protein-signaling 1 OS=Mus musculus OX=10090 GN=Rgs1 PE=4 SV=1;tr|A0A0A0MQN0|A0A0A0MQN0_MOUSE Regulator of G-protein-signaling 1 OS=Mus musculus OX=10090 GN=Rgs1 PE=4 SV=1;tr|A0A087WS51|A0A087WS51_MOUSE Regulator of G-	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.7	21.7	21.7	5.2411	46	46;110;129;209	1	2	0.006993	5.4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7	0	0	0	0	0	0	0	0	50676000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50676000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15107000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10	1719	True	1757	18276;18277	25034;25035	25035	7;8	1;8
A0A087WSI5	A0A087WSI5	1	1	1		Gm29423	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A087WSI5|A0A087WSI5_MOUSE Predicted gene 29423 OS=Mus musculus OX=10090 GN=Gm29423 PE=4 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	28.9	28.9	28.9	5.3012	45	45	1	4	0.0099338	5.4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.9	0	28.9	28.9	0	0	28.9	0	0	5981400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255980000	0	1904700000	2045200000	0	0	1775600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	798200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				11	2379	True	2431	24549;24550;24551;24552	33194;33195;33196;33197	33195		
A0A0R4J0X5;A0A0A0MQA3;Q00896;P07758;Q00898;D3YZL0	A0A0R4J0X5;A0A0A0MQA3;Q00896;P07758	15;15;15;15;5;1	15;15;15;15;5;1	6;6;6;6;0;0	Alpha-1-antitrypsin 1-3;Alpha-1-antitrypsin 1-1	Serpina1a;Serpina1c	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0R4J0X5|A0A0R4J0X5_MOUSE Alpha-1-antitrypsin 1-3 OS=Mus musculus OX=10090 GN=Serpina1c PE=1 SV=1;tr|A0A0A0MQA3|A0A0A0MQA3_MOUSE Alpha-1-antitrypsin 1-1 OS=Mus musculus OX=10090 GN=Serpina1a PE=1 SV=1;sp|Q00896|A1AT3_MOUSE Alpha-1-antitrypsin 1-3 OS=M	6	15	15	6	10	2	2	7	0	0	0	2	0	3	0	0	8	0	6	2	4	0	0	0	0	0	0	0	10	2	2	7	0	0	0	2	0	3	0	0	8	0	6	2	4	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	44.8	44.8	18.6	45.854	413	413;436;412;413;413;96	1	71	0	323.31	29.1	9.9	11.6	27.1	0	0	0	9.9	0	14.5	0	0	24.2	0	14	9.9	18.6	0	0	0	0	0	0	0	2345100000	847370000	31047000	41757000	324380000	0	0	0	104400000	0	145510000	0	0	440390000	0	232660000	76719000	100840000	0	0	0	0	0	0	0	954300000	23271000	0	163290000	0	0	0	41251000	0	61022000	0	0	635720000	0	128260000	38160000	0	0	0	0	0	0	0	0	21	4	2	12	0	0	0	3	0	7	0	0	25	0	13	5	8	0	0	0	0	0	0	0	100				12	465;1154;1156;1304;1318;1344;1370;1536;1709;1788;1789;2050;2139;2388;2546	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	480;1180;1182;1332;1346;1372;1398;1565;1745;1746;1828;1829;2094;2184;2440;2604	4756;4757;4758;4759;4760;4761;4762;4763;4764;4765;4766;4767;4768;4769;4770;4771;4772;4773;4774;4775;10578;10579;10580;10581;10582;10583;10584;10585;10586;10587;10588;10589;10590;10591;10594;11152;11195;11196;11197;11324;11325;11326;12031;15384;15385;18251;18252;18253;18254;18255;18256;18257;18565;18566;18567;18568;18569;18570;18571;18572;18573;18574;18575;18576;21227;21228;21831;24585;24586;25564;25565	6873;6874;6875;6876;6877;6878;6879;6880;6881;6882;6883;6884;6885;6886;6887;6888;6889;6890;6891;6892;6893;6894;6895;6896;6897;6898;6899;15168;15169;15170;15171;15172;15173;15174;15175;15176;15177;15178;15179;15180;15181;15182;15183;15184;15185;15186;15187;15188;15189;15190;15191;15194;15907;15960;15961;15962;15963;15964;15965;15966;16133;16134;16135;16981;21393;21394;25008;25009;25010;25011;25012;25013;25014;25015;25387;25388;25389;25390;25391;25392;25393;25394;25395;25396;25397;25398;25399;25400;25401;25402;25403;25404;25405;25406;28771;28772;28773;29659;33236;33237;33238;34680;34681	6891;15168;15194;15907;15964;16133;16981;21393;25009;25391;25401;28773;29659;33237;34681	9;10	278;321
A0A0A0MQD6	A0A0A0MQD6	1	1	1		Dusp15	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0A0MQD6|A0A0A0MQD6_MOUSE Dual-specificity protein phosphatase 15 OS=Mus musculus OX=10090 GN=Dusp15 PE=4 SV=1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8	12.8	12.8	8.2585	78	78	1	1	1	-2	0	0	12.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4888000	0	0	4888000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			13	1662	True	1694	18015	24655	24655	11	5
S4R257;A0A1D5RLD8;A0A0A0MQF6;P16858;S4R1W1;V9GXA7	S4R257;A0A1D5RLD8;A0A0A0MQF6;P16858;S4R1W1	3;3;3;3;2;1	3;3;3;3;2;1	3;3;3;3;2;1	Glyceraldehyde-3-phosphate dehydrogenase	Gapdh;Gm3839	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|S4R257|S4R257_MOUSE Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=1;tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gm10358 PE=1 SV=1;tr|A0A0A0MQF6|A0A0A	6	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	16.4	16.4	16.4	29.939	280	280;333;359;333;333;121	1	5	0	18.515	0	5.4	0	0	0	0	0	0	0	0	0	0	10.4	0	11.4	0	0	0	0	0	0	0	0	0	10552000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10552000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20094000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	6				14	873;1243;1448	True;True;True	895;1269;1477	8085;8086;8087;10937;14659	11624;11625;11626;11627;15622;20331	11626;15622;20331		
A0A0A0MQG7	A0A0A0MQG7	1	1	1		Urod	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0A0MQG7|A0A0A0MQG7_MOUSE Uroporphyrinogen decarboxylase (Fragment) OS=Mus musculus OX=10090 GN=Urod PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7.5	7.5	7.5	13.024	120	120	1	1	0.0072202	5.5259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.5	0	27167000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27167000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14035000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1				15	1655	True	1685	17999	24635	24635	12;13	1;5
D6RIQ3;D6RI61;A0A0A0MQG9;A2AQZ5;A2AQZ2;A2AQZ7;A0A0R4J137;Q9DB26	D6RIQ3;D6RI61;A0A0A0MQG9;A2AQZ5;A2AQZ2;A2AQZ7;A0A0R4J137;Q9DB26	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	Phytanoyl-CoA dioxygenase domain-containing protein 1	Phyhd1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D6RIQ3|D6RIQ3_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phyhd1 PE=1 SV=1;tr|D6RI61|D6RI61_MOUSE Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phyhd1 PE=1 SV=1;tr|A0A0A0MQG	8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	10.1	10.1	17.984	159	159;180;220;222;249;270;311;291	1	1	0	207.88	0	10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				16	2331	True	2381	24262	32797	32797		
J3QPS8;A0A0A0MQM0;P63242	J3QPS8;A0A0A0MQM0;P63242	1;1;1	1;1;1	1;1;1	Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1	Eif5a	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|J3QPS8|J3QPS8_MOUSE Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1;tr|A0A0A0MQM0|A0A0A0MQM0_MOUSE Eukaryotic translation initiation factor 5A (Fragment) OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1;sp|P63242|IF5	3	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.6	31.6	31.6	8.4395	76	76;149;154	1	1	0	29.732	0	0	0	31.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				17	2063	True	2107	21257	28806	28806		
A0A0A6YW67;E9Q9J0;E9Q4P0;E9Q5F6;E9QNP0;Q5SX22;P62984;P62983;P0CG49;P0CG50	A0A0A6YW67;E9Q9J0;E9Q4P0;E9Q5F6;E9QNP0;Q5SX22;P62984;P62983;P0CG49;P0CG50	4;4;4;4;4;4;4;4;4;4	4;4;4;4;4;4;4;4;4;4	4;4;4;4;4;4;4;4;4;4	Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2	Gm8797;Uba52;Kxd1;Ubc;Ubb;Rps27a	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0A6YW67|A0A0A6YW67_MOUSE MCG23377, isoform CRA_b OS=Mus musculus OX=10090 GN=Gm8797 PE=4 SV=1;tr|E9Q9J0|E9Q9J0_MOUSE Ubiquitin-60S ribosomal protein L40 (Fragment) OS=Mus musculus OX=10090 GN=Uba52 PE=4 SV=1;tr|E9Q4P0|E9Q4P0_MOUSE KxDL motif-containi	10	4	4	4	0	3	2	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	55.8	55.8	55.8	8.7279	77	77;96;193;201;232;236;128;156;305;734	1	13	0	323.31	0	44.2	32.5	0	0	0	0	0	0	0	0	0	11.7	11.7	44.2	20.8	0	0	0	0	0	0	0	0	763850000	0	336850000	227400000	0	0	0	0	0	0	0	0	0	9519800	51212000	106280000	32588000	0	0	0	0	0	0	0	0	0	155180000	147860000	0	0	0	0	0	0	0	0	0	0	0	123590000	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	2	8	3	0	0	0	0	0	0	0	0	20				18	583;696;2372;2391	True;True;True;True	602;715;2424;2443	5737;6562;6563;24530;24531;24532;24533;24534;24535;24608;24609;24610;24611	8257;9464;9465;33163;33164;33165;33166;33167;33168;33169;33170;33171;33172;33173;33174;33266;33267;33268;33269;33270;33271;33272;33273	8257;9464;33167;33267		
A0A0A6YWA6;A0A0A6YWB9;A0A0A6YW93;Q61391	A0A0A6YWA6;A0A0A6YWB9;A0A0A6YW93;Q61391	1;1;1;1	1;1;1;1	1;1;1;1	Neprilysin	Mme	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0A6YWA6|A0A0A6YWA6_MOUSE Neprilysin (Fragment) OS=Mus musculus OX=10090 GN=Mme PE=1 SV=1;tr|A0A0A6YWB9|A0A0A6YWB9_MOUSE Neprilysin (Fragment) OS=Mus musculus OX=10090 GN=Mme PE=1 SV=1;tr|A0A0A6YW93|A0A0A6YW93_MOUSE Neprilysin (Fragment) OS=Mus muscul	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	5.4	5.4	5.4	14.451	130	130;178;187;750	1	3	0.01	5.4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	5.4	0	0	0	5.4	0	0	460110000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164420000	112860000	0	0	0	182820000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82188000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				19	930	True	952	8468;8469;8470	12199;12200;12201	12201		
E9QNQ4;A0A0A6YWG7;Q8CHG7	E9QNQ4;A0A0A6YWG7;Q8CHG7	1;1;1	1;1;1	1;1;1	Rap guanine nucleotide exchange factor 2	Rapgef2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|E9QNQ4|E9QNQ4_MOUSE Rap guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Rapgef2 PE=1 SV=1;tr|A0A0A6YWG7|A0A0A6YWG7_MOUSE Rap guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Rapgef2 PE=1 SV=1;sp|Q8CHG7|RPGF2_MOUSE Rap gu	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.1	2.1	2.1	166.43	1494	1494;1644;1496	1	1	0.0062762	5.7986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	269320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				20	453	True	468	4707	6814	6814	14;15;16	128;137;139
A0A0A6YWP4;D6RGQ0;E9Q8H9;E9Q8I0;P06909	A0A0A6YWP4;D6RGQ0;E9Q8H9;E9Q8I0;P06909	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Complement factor H	Cfh	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0A6YWP4|A0A0A6YWP4_MOUSE Complement factor H (Fragment) OS=Mus musculus OX=10090 GN=Cfh PE=1 SV=1;tr|D6RGQ0|D6RGQ0_MOUSE Complement factor H OS=Mus musculus OX=10090 GN=Cfh PE=1 SV=1;tr|E9Q8H9|E9Q8H9_MOUSE Complement factor H OS=Mus musculus OX=10090	5	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	1.2	1.2	94.106	837	837;1110;1195;1252;1234	1	1	0.0085034	5.4694	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8404400	0	0	0	8404400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				21	2270	True	2316	23814	32131	32131		
A0A0B4J1L6;Q8CDK2	A0A0B4J1L6;Q8CDK2	1;1	1;1	1;1	Cytosolic carboxypeptidase 2	Agbl2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|A0A0B4J1L6|A0A0B4J1L6_MOUSE Cytosolic carboxypeptidase 2 (Fragment) OS=Mus musculus OX=10090 GN=Agbl2 PE=4 SV=5;sp|Q8CDK2|CBPC2_MOUSE Cytosolic carboxypeptidase 2 OS=Mus musculus OX=10090 GN=Agbl2 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	1.4	1.4	82.026	711	711;862	1	1	0.0044248	5.9744	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291830000	0	0	0	0	0	0	0	0	0	291830000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				22	638	True	657	6181	8902	8902		
